metric,pre,post
global_mean_timeseries_mean,5394.3271484375,5394.3271484375
global_mean_timeseries_temporal_std,8.734981536865234,6.854040622711182
global_std_timeseries_mean,1397.71240234375,1396.21826171875
dvars_mean,0.9476122657457987,1.335278472552697
tsnr_mean_over_voxels,117.81330108642578,189.4781951904297
tsnr_median_over_voxels,108.18705749511719,186.37539672851562
