metric,pre,post
global_mean_timeseries_mean,2202.432861328125,2202.43310546875
global_mean_timeseries_temporal_std,10.015081405639648,5.011141777038574
global_std_timeseries_mean,770.8228149414062,770.0330200195312
dvars_mean,1.08288291999788,1.3634729575027118
tsnr_mean_over_voxels,75.2372817993164,116.09237670898438
tsnr_median_over_voxels,77.27914428710938,121.20610046386719
