intercept	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	trans_x_derivative1	trans_y_derivative1	trans_z_derivative1	rot_x_derivative1	rot_y_derivative1	rot_z_derivative1	trans_x_power2	trans_y_power2	trans_z_power2	rot_x_power2	rot_y_power2	rot_z_power2	trans_x_derivative1_power2	trans_y_derivative1_power2	trans_z_derivative1_power2	rot_x_derivative1_power2	rot_y_derivative1_power2	rot_z_derivative1_power2	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07
1.0	-0.0182454484820198	0.0563934685039981	0.6103478106100937	-0.0009719422647202	0.0010640972526125	0.000830018190088	-0.001334053730588	9.095069806620144e-05	-0.0002476550078398	0.0006171511189717	-0.0001040991583624	-0.0001829110514998	0.00033289639031	0.0031802232899114	0.3725244499165347	9.446717659494314e-07	1.132302963017471e-06	6.889301958769593e-07	1.779699356095764e-06	8.272029478729336e-09	6.133300290815773e-08	3.808755036480215e-07	1.083663477178082e-08	3.345645276076248e-08	0.0867993568	0.0481528762	-0.0040467329	-0.0551073469	-0.0906574241	-0.1006910253	-0.0823840887	-0.0408892924
1.0	-0.0032702486069808	0.0564876102773013	0.6137364735562585	-0.0009719830316691	0.001376660544174	0.0007011694465397	0.014975199875039	9.414177330319824e-05	0.0033886629461648	-4.0766948899984e-08	0.0003125632915614	-0.0001288487435482	1.0694525951459864e-05	0.0031908501148402	0.3766724589732719	9.447510138526548e-07	1.8951942538854536e-06	4.916385927607893e-07	0.0002242566112973	8.862673480670766e-09	1.14830365627103e-05	1.6619441226139068e-15	9.769581123175917e-08	1.660199871397557e-08	0.0859600226	0.0452819664	-0.0088936652	-0.0604182874	-0.0939335243	-0.0994492082	-0.075321233	-0.0287416266
1.0	-0.0094896371994792	0.0565717399686747	0.6147249913139348	-0.0005627249923864	0.0015082306461613	0.0009609257714579	-0.0062193885924983	8.412969137339826e-05	0.0009885177576762	0.0004092580392827	0.0001315701019873	0.0002597563249181	9.005321417773941e-05	0.0032003617630833	0.3778868149459172	3.166594170562739e-07	2.274759682020133e-06	9.233783382519604e-07	3.868079446449921e-05	7.077804970583242e-09	9.77167357241335e-07	1.6749214271752006e-07	1.7310691736948528e-08	6.747334833500947e-08	0.0850986047	0.0423645263	-0.0137200373	-0.0654809563	-0.0966066266	-0.097288304	-0.0673111691	-0.016122024
1.0	-0.0031654241528968	0.0658144844970252	0.6010609014015529	-0.0006770566773412	0.0015852596132224	0.0007010376794091	0.0063242130465824	0.0092427445283505	-0.0136640899123818	-0.0001143316849548	7.702896706110007e-05	-0.0002598880920488	1.0019910067742423e-05	0.0043315463696091	0.3612742071936473	4.5840574433230585e-07	2.513048041314033e-06	4.914538279512961e-07	3.999567065856304e-05	8.542832641635323e-05	0.0001867073531336	1.3071734184603662e-08	5.9334617665000406e-09	6.754182038876555e-08	0.0842153241	0.0394035537	-0.0185146917	-0.0702745499	-0.0986595713	-0.0942282833	-0.0584546282	-0.0032376983
1.0	-0.0021279090685766	0.0469665105137409	0.6005115497933247	-0.0002791167298899	0.0015858925192318	0.0007782220803427	0.0010375150843201	-0.0188479739832843	-0.0005493516082282	0.0003979399474513	6.329060093998584e-07	7.718440093360001e-05	4.527997004130533e-06	0.0022058531098373	0.3606141214351806	7.790614890443138e-08	2.515055082555385e-06	6.056296063329198e-07	1.0764375501919517e-06	0.0003552461232745	3.017871894629331e-07	1.5835620177754348e-07	4.005700167344537e-13	5.957431747478714e-09	0.083310408	0.0364020914	-0.0232665442	-0.0747793702	-0.1000791797	-0.0902974261	-0.0488629865	0.0096997904
1.0	-0.0097191656425366	0.0468849220235085	0.5961794582651123	-0.0005871081154602	0.0017322943152016	0.0007010091311427	-0.00759125657396	-8.158849023239684e-05	-0.0043320915282123	-0.0003079913855703	0.0001464017959698	-7.721294919999996e-05	9.446218078706389e-05	0.0021981959131504	0.3554299464572828	3.446959392392276e-07	3.0008435944797803e-06	4.914138019454432e-07	5.762717637169092e-05	6.6566817384019145e-09	1.876701700880917e-05	9.485869358551325e-08	2.1433485863182964e-08	5.961839524161775e-09	0.0823840887	0.0333632235	-0.0279646096	-0.0789769061	-0.1008563388	-0.0855320604	-0.0386568643	0.0224780088
1.0	-0.0083305934818156	0.0470737867761954	0.5955668741300002	-0.0004466841547751	0.0014207852463352	0.0009628188143046	0.001388572160721	0.0001888647526868	-0.0006125841351121	0.0001404239606851	-0.0003115090688663	0.0002618096831619	6.939878775926857e-05	0.0022159414014507	0.3546999015609795	1.995267341271455e-07	2.018630716203775e-06	9.270200691789158e-07	1.928132645529387e-06	3.566989480748233e-08	3.7525932259105844e-07	1.9718888734490522e-08	9.703789998601152e-08	6.854431019733446e-08	0.0814366042	0.0302900726	-0.032598027	-0.082849909	-0.1009860596	-0.0799762268	-0.0279646096	0.0348871389
1.0	-0.0130538856076753	0.0504845030829983	0.5849542971428576	-0.0007498247000126	0.0017101394169871	0.0009641426484886	-0.0047232921258597	0.0034107163068029	-0.0106125769871425	-0.0003031405452375	0.0002893541706519	1.3238341839999937e-06	0.0001704039294582	0.0025486850515372	0.3421715297458946	5.622370807489856e-07	2.9245768255329786e-06	9.295710466346122e-07	2.230948850620824e-05	1.1632985725491238e-05	0.000112626790308	9.18941901668888e-08	8.372583607364891e-08	1.7525369467269289e-12	0.080468198	0.0271857966	-0.0371560849	-0.0863824638	-0.1004675095	-0.073681271	-0.0169206838	0.0467234231
1.0	0.002052450508728	0.038945481317711	0.6033163600560556	-0.0002790851555646	0.0016708983628748	0.0007002338449367	0.0151063361164033	-0.0115390217652873	0.0183620629131979	0.000470739544448	-3.924105411230012e-05	-0.0002639088035519	4.212553090777827e-06	0.0015167505150681	0.3639906303112881	7.788852405651697e-08	2.7919013390576865e-06	4.903274375948344e-07	0.0002282013908617	0.0001331490232997	0.0003371653544282	2.2159571870711065e-07	1.5398603278444659e-09	6.964785659219535e-08	0.0794791189	0.0240535853	-0.0416282462	-0.0895600545	-0.0993040172	-0.0667053695	-0.0056639705	0.05779251
1.0	-0.0050006562705107	0.04688473439721	0.5893826512959919	-0.0007736365730202	0.0018122304065377	0.0007012021765276	-0.0070531067792387	0.0079392530794989	-0.0139337087600637	-0.0004945514174556	0.0001413320436629	9.683315908999828e-07	2.500656313579798e-05	0.0021981783194969	0.3473719096486927	5.985135471144393e-07	3.284179046379797e-06	4.916844923670435e-07	4.97463152393429e-05	6.303173946033433e-05	0.0001941482398102	2.445811045073432e-07	1.9974746565931872e-08	9.376660699348917e-13	0.0784696209	0.0208966574	-0.0460041721	-0.0923696238	-0.0975030516	-0.059112992	0.0056639705	0.0679126455
1.0	-0.0027811852396268	0.0657688951821171	0.5951646564656699	-0.0007136427097779	0.0018327513921088	0.0007011546842524	0.0022194710308839	0.018884160784907	0.0057820051696779	5.9993863242300063e-05	2.0520985571099992e-05	-4.74922751999684e-08	7.734991337117981e-06	0.0043255475734763	0.3542209683058988	5.09285917219144e-07	3.358977665276744e-06	4.916178912490827e-07	4.926051656932841e-06	0.0003566115285502	3.3431583782182804e-05	3.5992636267358023e-09	4.2111084880929405e-10	2.2555162036695324e-15	0.0774399633	0.0177182567	-0.0502737465	-0.0947996265	-0.0950761739	-0.0509743057	0.0169206838	0.0769176572
1.0	-0.0006437079060219	0.0539949805423276	0.6012412210567533	-0.0007341391759107	0.0018212444257383	0.0007011691620049	0.0021374773336049	-0.0117739146397894	0.0060765645910834	-2.049646613280005e-05	-1.15069663705e-05	1.4477752499999533e-08	4.143598682750992e-07	0.0029154579237663	0.3614910058978156	5.389603296068418e-07	3.31693125828283e-06	4.916381937466538e-07	4.568809351674714e-06	0.000138625065945	3.69246372296087e-05	4.201051239330198e-10	1.3241027505181798e-10	2.0960531745124267e-16	0.0763904109	0.0145216494	-0.0544270991	-0.0968400771	-0.0920389632	-0.0423645263	0.0279646096	0.0846596832
1.0	-0.0129461824476635	0.0769371128340026	0.6033582249133929	-0.0007341050990998	0.0017237436172274	0.0007011336303165	-0.0123024745416416	0.022942132291675	0.0021170038566395	3.4076810900081536e-08	-9.750080851089988e-05	-3.5531688400021987e-08	0.0001676036399681	0.005919319331232	0.3640411475706404	5.389102965243271e-07	2.9712920579322014e-06	4.915883675607945e-07	0.0001513508798477	0.0005263414340887	4.481705329026935e-06	1.1612290411199154e-15	9.506407660279164e-09	1.262500880556257e-15	0.075321233	0.01131012	-0.0584546282	-0.0984825911	-0.0884109167	-0.0333632235	0.0386568643	0.0910115994
1.0	-0.0110809765819084	0.0468521425002137	0.6033150700279748	-0.0007959983022963	0.0014207229183835	0.0007010661601442	0.0018652058657551	-0.0300849703337889	-4.3154885418061895e-05	-6.189320319650003e-05	-0.0003030206988439	-6.747017230004405e-08	0.0001227880420088	0.0021951232568603	0.3639890737228601	6.336132972585918e-07	2.0184536108201294e-06	4.91493760899333e-07	3.478992921647237e-06	0.0009051054399849	1.862344135446051e-09	3.8307686019232425e-09	9.182154392784556e-08	4.552224150197632e-15	0.0742327045	0.0080869688	-0.0623470231	-0.099720419	-0.0842153241	-0.0240535853	0.0488629865	0.0958691078
